GO_ID	Namespace
GO:1990533	Cellular Component
GO:1990534	Molecular Function
GO:1990535	Biological Process
GO:1990536	Biological Process
GO:1990537	Cellular Component
GO:1990538	Molecular Function
GO:1990539	Biological Process
GO:1990540	Biological Process
GO:1990542	Biological Process
GO:1990543	Biological Process
GO:1990544	Biological Process
GO:1990545	Biological Process
GO:1990546	Biological Process
GO:1990547	Biological Process
GO:1990548	Biological Process
GO:1990549	Biological Process
GO:1990550	Biological Process
GO:1990551	Biological Process
GO:1990553	Biological Process
GO:1990554	Biological Process
GO:1990555	Biological Process
GO:1990556	Biological Process
GO:1990557	Biological Process
GO:1990558	Biological Process
GO:1990559	Biological Process
GO:1990560	Molecular Function
GO:1990561	Biological Process
GO:1990562	Cellular Component
GO:1990563	Cellular Component
GO:1990564	Biological Process
GO:1990565	Cellular Component
GO:1990566	Cellular Component
GO:1990567	Cellular Component
GO:1990568	Cellular Component
GO:1990569	Biological Process
GO:1990570	Biological Process
GO:1990571	Biological Process
GO:1990572	Cellular Component
GO:1990573	Biological Process
GO:1990574	Cellular Component
GO:1990575	Biological Process
GO:1990576	Molecular Function
GO:1990577	Biological Process
GO:1990578	Cellular Component
GO:1990579	Biological Process
GO:1990580	Biological Process
GO:1990581	Biological Process
GO:1990582	Molecular Function
GO:1990583	Molecular Function
GO:1990584	Cellular Component
GO:1990585	Molecular Function
GO:1990586	Cellular Component
GO:1990587	Cellular Component
GO:1990588	Cellular Component
GO:1990589	Cellular Component
GO:1990590	Cellular Component
GO:1990591	Biological Process
GO:1990592	Biological Process
GO:1990593	Molecular Function
GO:1990594	Molecular Function
GO:1990595	Molecular Function
GO:1990596	Biological Process
GO:1990597	Cellular Component
GO:1990599	Molecular Function
GO:1990600	Molecular Function
GO:1990601	Molecular Function
GO:1990602	Cellular Component
GO:1990603	Biological Process
GO:1990604	Cellular Component
GO:1990605	Molecular Function
GO:1990606	Molecular Function
GO:1990607	Biological Process
GO:1990608	Biological Process
GO:1990609	Molecular Function
GO:1990610	Molecular Function
GO:1990611	Biological Process
GO:1990612	Cellular Component
GO:1990613	Biological Process
GO:1990615	Cellular Component
GO:1990616	Biological Process
GO:1990617	Cellular Component
GO:1990618	Cellular Component
GO:1990619	Biological Process
GO:1990620	Cellular Component
GO:1990621	Cellular Component
GO:1990622	Cellular Component
GO:1990623	Cellular Component
GO:1990624	Molecular Function
GO:1990625	Biological Process
GO:1990626	Biological Process
GO:1990627	Biological Process
GO:1990628	Cellular Component
GO:1990629	Cellular Component
GO:1990630	Cellular Component
GO:1990631	Molecular Function
GO:1990632	Biological Process
GO:1990633	Cellular Component
GO:1990634	Molecular Function
GO:1990635	Cellular Component
GO:1990636	Biological Process
GO:1990637	Biological Process
GO:1990638	Biological Process
GO:1990639	Molecular Function
GO:1990640	Molecular Function
GO:1990641	Biological Process
GO:1990642	Biological Process
GO:1990643	Biological Process
GO:1990644	Molecular Function
GO:1990645	Biological Process
GO:1990646	Biological Process
GO:1990647	Cellular Component
GO:1990648	Molecular Function
GO:1990649	Molecular Function
GO:1990650	Molecular Function
GO:1990651	Molecular Function
GO:1990652	Biological Process
GO:1990653	Biological Process
GO:1990654	Biological Process
GO:1990655	Molecular Function
GO:1990656	Biological Process
GO:1990657	Cellular Component
GO:1990658	Cellular Component
GO:1990659	Biological Process
GO:1990660	Cellular Component
GO:1990661	Cellular Component
GO:1990662	Cellular Component
GO:1990663	Molecular Function
GO:1990664	Cellular Component
GO:1990665	Cellular Component
GO:1990666	Cellular Component
GO:1990667	Cellular Component
GO:1990668	Biological Process
GO:1990669	Biological Process
GO:1990670	Biological Process
GO:1990671	Biological Process
GO:1990672	Biological Process
GO:1990673	Cellular Component
GO:1990674	Cellular Component
GO:1990675	Cellular Component
GO:1990676	Cellular Component
GO:1990677	Cellular Component
GO:1990678	Biological Process
GO:1990679	Biological Process
GO:1990680	Biological Process
GO:1990682	Cellular Component
GO:1990683	Biological Process
GO:1990684	Cellular Component
GO:1990685	Cellular Component
GO:1990686	Cellular Component
GO:1990687	Biological Process
GO:1990688	Biological Process
GO:1990689	Biological Process
GO:1990690	Biological Process
GO:1990691	Biological Process
GO:1990692	Biological Process
GO:1990693	Cellular Component
GO:1990694	Cellular Component
GO:1990695	Cellular Component
GO:1990696	Cellular Component
GO:1990697	Biological Process
GO:1990698	Molecular Function
GO:1990699	Molecular Function
GO:1990700	Biological Process
GO:1990701	Cellular Component
GO:1990702	Cellular Component
GO:1990703	Cellular Component
GO:1990704	Cellular Component
GO:1990705	Biological Process
GO:1990706	Cellular Component
GO:1990708	Biological Process
GO:1990709	Biological Process
GO:1990710	Cellular Component
GO:1990711	Cellular Component
GO:1990712	Cellular Component
GO:1990713	Cellular Component
GO:1990714	Molecular Function
GO:1990715	Molecular Function
GO:1990716	Cellular Component
GO:1990717	Cellular Component
GO:1990718	Cellular Component
GO:1990719	Cellular Component
GO:1990720	Cellular Component
GO:1990721	Cellular Component
GO:1990722	Cellular Component
GO:1990723	Cellular Component
GO:1990724	Cellular Component
GO:1990725	Molecular Function
GO:1990726	Cellular Component
GO:1990727	Cellular Component
GO:1990728	Cellular Component
GO:1990729	Biological Process
GO:1990730	Cellular Component
GO:1990731	Biological Process
GO:1990732	Cellular Component
GO:1990733	Cellular Component
GO:1990734	Biological Process
GO:1990735	Biological Process
GO:1990736	Biological Process
GO:1990737	Biological Process
GO:1990738	Molecular Function
GO:1990739	Biological Process
GO:1990740	Molecular Function
GO:1990741	Molecular Function
GO:1990742	Cellular Component
GO:1990743	Biological Process
GO:1990744	Biological Process
GO:1990745	Cellular Component
GO:1990747	Biological Process
GO:1990748	Biological Process
GO:1990749	Molecular Function
GO:1990750	Cellular Component
GO:1990751	Biological Process
GO:1990752	Cellular Component
GO:1990753	Cellular Component
GO:1990754	Biological Process
GO:1990755	Biological Process
GO:1990756	Molecular Function
GO:1990757	Molecular Function
GO:1990758	Biological Process
GO:1990760	Molecular Function
GO:1990761	Cellular Component
GO:1990762	Biological Process
GO:1990763	Molecular Function
GO:1990764	Biological Process
GO:1990765	Biological Process
GO:1990767	Biological Process
GO:1990768	Biological Process
GO:1990769	Cellular Component
GO:1990770	Biological Process
GO:1990771	Biological Process
GO:1990772	Biological Process
GO:1990773	Biological Process
GO:1990775	Biological Process
GO:1990776	Biological Process
GO:1990777	Cellular Component
GO:1990778	Biological Process
GO:1990779	Cellular Component
GO:1990780	Cellular Component
GO:1990781	Biological Process
GO:1990782	Molecular Function
GO:1990783	Cellular Component
GO:1990784	Biological Process
GO:1990785	Biological Process
GO:1990786	Biological Process
GO:1990787	Biological Process
GO:1990788	Cellular Component
GO:1990789	Biological Process
GO:1990790	Biological Process
GO:1990791	Biological Process
GO:1990792	Biological Process
GO:1990793	Biological Process
GO:1990794	Cellular Component
GO:1990795	Cellular Component
GO:1990796	Cellular Component
GO:1990797	Biological Process
GO:1990798	Biological Process
GO:1990799	Biological Process
GO:1990800	Cellular Component
GO:1990801	Biological Process
GO:1990802	Biological Process
GO:1990803	Biological Process
GO:1990804	Biological Process
GO:1990805	Cellular Component
GO:1990806	Biological Process
GO:1990807	Molecular Function
GO:1990808	Molecular Function
GO:1990809	Biological Process
GO:1990810	Biological Process
GO:1990811	Cellular Component
GO:1990812	Cellular Component
GO:1990813	Biological Process
GO:1990814	Molecular Function
GO:1990815	Biological Process
GO:1990816	Cellular Component
GO:1990817	Molecular Function
GO:1990818	Biological Process
GO:1990819	Cellular Component
GO:1990820	Biological Process
GO:1990822	Biological Process
GO:1990823	Biological Process
GO:1990824	Cellular Component
GO:1990825	Molecular Function
GO:1990826	Cellular Component
GO:1990827	Molecular Function
GO:1990828	Biological Process
GO:1990829	Molecular Function
GO:1990830	Biological Process
GO:1990831	Biological Process
GO:1990832	Biological Process
GO:1990833	Molecular Function
GO:1990834	Biological Process
GO:1990835	Biological Process
GO:1990836	Cellular Component
GO:1990837	Molecular Function
GO:1990838	Molecular Function
GO:1990839	Biological Process
GO:1990840	Biological Process
GO:1990841	Molecular Function
GO:1990842	Biological Process
GO:1990843	Cellular Component
GO:1990844	Cellular Component
GO:1990845	Biological Process
GO:1990846	Molecular Function
GO:1990847	Biological Process
GO:1990848	Biological Process
GO:1990849	Biological Process
GO:1990850	Cellular Component
GO:1990851	Cellular Component
GO:1990852	Biological Process
GO:1990853	Biological Process
GO:1990854	Biological Process
GO:1990855	Biological Process
GO:1990856	Molecular Function
GO:1990857	Cellular Component
GO:1990858	Biological Process
GO:1990859	Biological Process
GO:1990860	Cellular Component
GO:1990861	Cellular Component
GO:1990862	Cellular Component
GO:1990863	Biological Process
GO:1990864	Biological Process
GO:1990865	Biological Process
GO:1990866	Biological Process
GO:1990867	Biological Process
GO:1990868	Biological Process
GO:1990869	Biological Process
GO:1990870	Cellular Component
GO:1990871	Cellular Component
GO:1990872	Biological Process
GO:1990873	Cellular Component
GO:1990874	Biological Process
GO:1990875	Cellular Component
GO:1990876	Cellular Component
GO:1990877	Cellular Component
GO:1990878	Biological Process
GO:1990879	Cellular Component
GO:1990880	Biological Process
GO:1990881	Biological Process
GO:1990882	Biological Process
GO:1990883	Molecular Function
GO:1990884	Biological Process
GO:1990885	Molecular Function
GO:1990887	Molecular Function
GO:1990888	Molecular Function
GO:1990889	Molecular Function
GO:1990890	Molecular Function
GO:1990891	Biological Process
GO:1990892	Biological Process
GO:1990893	Biological Process
GO:1990894	Biological Process
GO:1990895	Biological Process
GO:1990896	Biological Process
GO:1990897	Cellular Component
GO:1990898	Biological Process
GO:1990899	Biological Process
GO:1990900	Cellular Component
GO:1990901	Cellular Component
GO:1990902	Cellular Component
GO:1990904	Cellular Component
GO:1990905	Cellular Component
GO:1990906	Cellular Component
GO:1990907	Cellular Component
GO:1990908	Molecular Function
GO:1990909	Cellular Component
GO:1990910	Biological Process
GO:1990911	Biological Process
GO:1990912	Biological Process
GO:1990913	Cellular Component
GO:1990914	Cellular Component
GO:1990915	Molecular Function
GO:1990916	Cellular Component
GO:1990917	Cellular Component
GO:1990918	Biological Process
GO:1990919	Molecular Function
GO:1990920	Biological Process
GO:1990921	Biological Process
GO:1990922	Biological Process
GO:1990923	Cellular Component
GO:1990924	Cellular Component
GO:1990926	Biological Process
GO:1990927	Biological Process
GO:1990928	Biological Process
GO:1990929	Molecular Function
GO:1990930	Molecular Function
GO:1990931	Molecular Function
GO:1990932	Molecular Function
GO:1990933	Biological Process
GO:1990934	Cellular Component
GO:1990935	Molecular Function
GO:1990936	Biological Process
GO:1990937	Biological Process
GO:1990938	Biological Process
GO:1990940	Biological Process
GO:1990941	Cellular Component
GO:1990942	Biological Process
GO:1990943	Molecular Function
GO:1990946	Biological Process
GO:1990947	Biological Process
GO:1990948	Molecular Function
GO:1990949	Biological Process
GO:1990950	Biological Process
GO:1990951	Biological Process
GO:1990952	Biological Process
GO:1990953	Biological Process
GO:1990955	Molecular Function
GO:1990956	Biological Process
GO:1990957	Cellular Component
GO:1990958	Biological Process
GO:1990959	Biological Process
GO:1990960	Biological Process
GO:1990961	Biological Process
GO:1990962	Biological Process
GO:1990963	Biological Process
GO:1990964	Cellular Component
GO:1990965	Molecular Function
GO:1990966	Biological Process
GO:1990967	Biological Process
GO:1990968	Biological Process
GO:1990969	Biological Process
GO:1990970	Molecular Function
GO:1990971	Cellular Component
GO:1990972	Cellular Component
GO:1990973	Cellular Component
GO:1990974	Biological Process
GO:1990976	Biological Process
GO:1990977	Biological Process
GO:1990978	Biological Process
GO:1990979	Biological Process
GO:1990980	Biological Process
GO:1990981	Biological Process
GO:1990982	Biological Process
GO:1990983	Biological Process
GO:1990984	Molecular Function
GO:1990985	Biological Process
GO:1990986	Biological Process
GO:2000001	Biological Process
GO:2000002	Biological Process
GO:2000003	Biological Process
GO:2000004	Biological Process
GO:2000005	Biological Process
GO:2000006	Biological Process
GO:2000007	Biological Process
GO:2000008	Biological Process
GO:2000009	Biological Process
GO:2000010	Biological Process
GO:2000011	Biological Process
GO:2000012	Biological Process
GO:2000013	Biological Process
GO:2000014	Biological Process
GO:2000015	Biological Process
GO:2000016	Biological Process
GO:2000017	Biological Process
GO:2000018	Biological Process
GO:2000019	Biological Process
GO:2000020	Biological Process
GO:2000022	Biological Process
GO:2000023	Biological Process
GO:2000024	Biological Process
GO:2000025	Biological Process
GO:2000026	Biological Process
GO:2000027	Biological Process
GO:2000028	Biological Process
GO:2000029	Biological Process
GO:2000030	Biological Process
GO:2000031	Biological Process
GO:2000032	Biological Process
GO:2000033	Biological Process
GO:2000034	Biological Process
GO:2000035	Biological Process
GO:2000036	Biological Process
GO:2000037	Biological Process
GO:2000038	Biological Process
GO:2000039	Biological Process
GO:2000040	Biological Process
GO:2000041	Biological Process
GO:2000042	Biological Process
GO:2000043	Biological Process
GO:2000044	Biological Process
GO:2000045	Biological Process
GO:2000046	Biological Process
GO:2000047	Biological Process
GO:2000048	Biological Process
GO:2000049	Biological Process
GO:2000050	Biological Process
GO:2000051	Biological Process
GO:2000052	Biological Process
GO:2000053	Biological Process
GO:2000054	Biological Process
GO:2000055	Biological Process
GO:2000056	Biological Process
GO:2000057	Biological Process
GO:2000058	Biological Process
GO:2000059	Biological Process
GO:2000060	Biological Process
GO:2000061	Biological Process
GO:2000062	Biological Process
GO:2000063	Biological Process
GO:2000064	Biological Process
GO:2000065	Biological Process
GO:2000066	Biological Process
GO:2000067	Biological Process
GO:2000068	Biological Process
GO:2000069	Biological Process
GO:2000070	Biological Process
GO:2000071	Biological Process
GO:2000073	Biological Process
GO:2000074	Biological Process
GO:2000075	Biological Process
GO:2000076	Biological Process
GO:2000077	Biological Process
GO:2000078	Biological Process
GO:2000079	Biological Process
GO:2000080	Biological Process
GO:2000081	Biological Process
GO:2000082	Biological Process
GO:2000083	Biological Process
GO:2000084	Biological Process
GO:2000085	Biological Process
GO:2000086	Biological Process
GO:2000087	Biological Process
GO:2000088	Biological Process
GO:2000089	Biological Process
GO:2000090	Biological Process
GO:2000091	Biological Process
GO:2000092	Biological Process
GO:2000093	Biological Process
GO:2000094	Biological Process
GO:2000095	Biological Process
GO:2000096	Biological Process
GO:2000097	Biological Process
GO:2000098	Biological Process
GO:2000099	Biological Process
GO:2000100	Biological Process
GO:2000101	Biological Process
GO:2000102	Biological Process
GO:2000103	Biological Process
GO:2000104	Biological Process
GO:2000105	Biological Process
GO:2000106	Biological Process
GO:2000107	Biological Process
GO:2000108	Biological Process
GO:2000109	Biological Process
GO:2000110	Biological Process
GO:2000111	Biological Process
GO:2000112	Biological Process
GO:2000113	Biological Process
GO:2000114	Biological Process
GO:2000115	Biological Process
GO:2000116	Biological Process
GO:2000117	Biological Process
GO:2000118	Biological Process
GO:2000119	Biological Process
GO:2000120	Biological Process
GO:2000121	Biological Process
GO:2000122	Biological Process
GO:2000123	Biological Process
GO:2000124	Biological Process
GO:2000125	Biological Process
GO:2000126	Biological Process
GO:2000127	Biological Process
GO:2000128	Biological Process
GO:2000129	Biological Process
GO:2000130	Biological Process
GO:2000131	Biological Process
GO:2000132	Biological Process
GO:2000133	Biological Process
GO:2000134	Biological Process
GO:2000135	Biological Process
GO:2000136	Biological Process
GO:2000137	Biological Process
GO:2000138	Biological Process
GO:2000139	Biological Process
GO:2000140	Biological Process
GO:2000141	Biological Process
GO:2000142	Biological Process
GO:2000143	Biological Process
GO:2000144	Biological Process
GO:2000145	Biological Process
GO:2000146	Biological Process
GO:2000147	Biological Process
GO:2000148	Biological Process
GO:2000149	Biological Process
GO:2000150	Biological Process
GO:2000151	Biological Process
GO:2000152	Biological Process
GO:2000153	Biological Process
GO:2000154	Biological Process
GO:2000155	Biological Process
GO:2000156	Biological Process
GO:2000157	Biological Process
GO:2000158	Biological Process
GO:2000159	Biological Process
GO:2000160	Biological Process
GO:2000161	Biological Process
GO:2000162	Biological Process
GO:2000163	Biological Process
GO:2000164	Biological Process
GO:2000165	Biological Process
GO:2000166	Biological Process
GO:2000167	Biological Process
GO:2000168	Biological Process
GO:2000169	Biological Process
GO:2000170	Biological Process
GO:2000171	Biological Process
GO:2000172	Biological Process
GO:2000173	Biological Process
GO:2000174	Biological Process
GO:2000175	Biological Process
GO:2000176	Biological Process
GO:2000177	Biological Process
GO:2000178	Biological Process
GO:2000179	Biological Process
GO:2000180	Biological Process
GO:2000181	Biological Process
GO:2000182	Biological Process
GO:2000183	Biological Process
GO:2000184	Biological Process
GO:2000185	Biological Process
GO:2000186	Biological Process
GO:2000187	Biological Process
GO:2000190	Biological Process
GO:2000191	Biological Process
GO:2000192	Biological Process
GO:2000193	Biological Process
GO:2000194	Biological Process
GO:2000195	Biological Process
GO:2000196	Biological Process
GO:2000197	Biological Process
GO:2000198	Biological Process
GO:2000199	Biological Process
GO:2000200	Biological Process
GO:2000201	Biological Process
GO:2000202	Biological Process
GO:2000203	Biological Process
GO:2000204	Biological Process
GO:2000205	Biological Process
GO:2000206	Biological Process
GO:2000207	Biological Process
GO:2000208	Biological Process
GO:2000209	Biological Process
GO:2000210	Biological Process
GO:2000211	Biological Process
GO:2000212	Biological Process
GO:2000213	Biological Process
GO:2000214	Biological Process
GO:2000215	Biological Process
GO:2000216	Biological Process
GO:2000217	Biological Process
GO:2000218	Biological Process
GO:2000219	Biological Process
GO:2000220	Biological Process
GO:2000221	Biological Process
GO:2000222	Biological Process
GO:2000223	Biological Process
GO:2000224	Biological Process
GO:2000225	Biological Process
GO:2000226	Biological Process
GO:2000227	Biological Process
GO:2000228	Biological Process
GO:2000229	Biological Process
GO:2000230	Biological Process
GO:2000231	Biological Process
GO:2000232	Biological Process
GO:2000233	Biological Process
GO:2000234	Biological Process
GO:2000235	Biological Process
GO:2000236	Biological Process
GO:2000237	Biological Process
GO:2000238	Biological Process
GO:2000239	Biological Process
GO:2000240	Biological Process
GO:2000241	Biological Process
GO:2000242	Biological Process
GO:2000243	Biological Process
GO:2000244	Biological Process
GO:2000245	Biological Process
GO:2000246	Biological Process
GO:2000247	Biological Process
GO:2000248	Biological Process
GO:2000249	Biological Process
GO:2000250	Biological Process
GO:2000251	Biological Process
GO:2000252	Biological Process
GO:2000253	Biological Process
GO:2000254	Biological Process
GO:2000255	Biological Process
GO:2000256	Biological Process
GO:2000257	Biological Process
GO:2000258	Biological Process
GO:2000259	Biological Process
GO:2000260	Biological Process
GO:2000261	Biological Process
GO:2000262	Biological Process
GO:2000263	Biological Process
GO:2000264	Biological Process
GO:2000265	Biological Process
GO:2000266	Biological Process
GO:2000267	Biological Process
GO:2000268	Biological Process
GO:2000269	Biological Process
GO:2000270	Biological Process
GO:2000271	Biological Process
GO:2000272	Biological Process
GO:2000273	Biological Process
GO:2000274	Biological Process
GO:2000275	Biological Process
GO:2000276	Biological Process
GO:2000277	Biological Process
GO:2000278	Biological Process
GO:2000279	Biological Process
GO:2000280	Biological Process
GO:2000281	Biological Process
GO:2000282	Biological Process
GO:2000283	Biological Process
GO:2000284	Biological Process
GO:2000285	Biological Process
GO:2000286	Biological Process
GO:2000287	Biological Process
GO:2000288	Biological Process
GO:2000289	Biological Process
GO:2000290	Biological Process
GO:2000291	Biological Process
GO:2000292	Biological Process
GO:2000293	Biological Process
GO:2000294	Biological Process
GO:2000295	Biological Process
GO:2000296	Biological Process
GO:2000297	Biological Process
GO:2000298	Biological Process
GO:2000299	Biological Process
GO:2000300	Biological Process
GO:2000301	Biological Process
GO:2000302	Biological Process
GO:2000303	Biological Process
GO:2000304	Biological Process
GO:2000305	Biological Process
GO:2000306	Biological Process
GO:2000307	Biological Process
GO:2000308	Biological Process
GO:2000309	Biological Process
GO:2000310	Biological Process
GO:2000311	Biological Process
GO:2000312	Biological Process
GO:2000313	Biological Process
GO:2000314	Biological Process
GO:2000315	Biological Process
GO:2000316	Biological Process
GO:2000317	Biological Process
GO:2000318	Biological Process
GO:2000319	Biological Process
GO:2000320	Biological Process
GO:2000321	Biological Process
GO:2000322	Biological Process
GO:2000323	Biological Process
GO:2000324	Biological Process
GO:2000325	Biological Process
GO:2000326	Biological Process
GO:2000327	Biological Process
GO:2000328	Biological Process
GO:2000329	Biological Process
GO:2000330	Biological Process
GO:2000331	Biological Process
GO:2000332	Biological Process
GO:2000333	Biological Process
GO:2000334	Biological Process
GO:2000335	Biological Process
GO:2000336	Biological Process
GO:2000337	Biological Process
GO:2000338	Biological Process
GO:2000339	Biological Process
GO:2000340	Biological Process
GO:2000341	Biological Process
GO:2000342	Biological Process
GO:2000343	Biological Process
GO:2000344	Biological Process
GO:2000345	Biological Process
GO:2000346	Biological Process
GO:2000347	Biological Process
GO:2000348	Biological Process
GO:2000349	Biological Process
GO:2000350	Biological Process
GO:2000351	Biological Process
GO:2000352	Biological Process
GO:2000353	Biological Process
GO:2000354	Biological Process
GO:2000355	Biological Process
GO:2000356	Biological Process
GO:2000357	Biological Process
GO:2000358	Biological Process
GO:2000359	Biological Process
GO:2000360	Biological Process
GO:2000361	Biological Process
GO:2000362	Biological Process
GO:2000363	Biological Process
GO:2000367	Biological Process
GO:2000368	Biological Process
GO:2000369	Biological Process
GO:2000370	Biological Process
GO:2000371	Biological Process
GO:2000372	Biological Process
GO:2000373	Biological Process
GO:2000374	Biological Process
GO:2000375	Biological Process
GO:2000376	Biological Process
GO:2000377	Biological Process
GO:2000378	Biological Process
GO:2000379	Biological Process
GO:2000380	Biological Process
GO:2000381	Biological Process
GO:2000382	Biological Process
GO:2000383	Biological Process
GO:2000384	Biological Process
GO:2000385	Biological Process
GO:2000386	Biological Process
GO:2000387	Biological Process
GO:2000388	Biological Process
GO:2000389	Biological Process
GO:2000390	Biological Process
GO:2000391	Biological Process
GO:2000392	Biological Process
GO:2000393	Biological Process
GO:2000394	Biological Process
GO:2000395	Biological Process
GO:2000396	Biological Process
GO:2000397	Biological Process
GO:2000398	Biological Process
GO:2000399	Biological Process
GO:2000400	Biological Process
GO:2000401	Biological Process
GO:2000402	Biological Process
GO:2000403	Biological Process
GO:2000404	Biological Process
GO:2000405	Biological Process
GO:2000406	Biological Process
GO:2000407	Biological Process
GO:2000408	Biological Process
GO:2000409	Biological Process
GO:2000410	Biological Process
GO:2000411	Biological Process
GO:2000412	Biological Process
GO:2000413	Biological Process
GO:2000414	Biological Process
GO:2000415	Biological Process
GO:2000416	Biological Process
GO:2000417	Biological Process
GO:2000418	Biological Process
GO:2000419	Biological Process
GO:2000420	Biological Process
GO:2000421	Biological Process
GO:2000422	Biological Process
GO:2000423	Biological Process
GO:2000424	Biological Process
GO:2000425	Biological Process
GO:2000426	Biological Process
GO:2000427	Biological Process
GO:2000428	Biological Process
GO:2000429	Biological Process
GO:2000430	Biological Process
GO:2000431	Biological Process
GO:2000432	Biological Process
GO:2000433	Biological Process
GO:2000434	Biological Process
GO:2000435	Biological Process
GO:2000436	Biological Process
GO:2000437	Biological Process
GO:2000438	Biological Process
GO:2000439	Biological Process
GO:2000440	Biological Process
GO:2000441	Biological Process
GO:2000442	Biological Process
GO:2000443	Biological Process
GO:2000444	Biological Process
GO:2000445	Biological Process
GO:2000446	Biological Process
GO:2000447	Biological Process
GO:2000448	Biological Process
GO:2000449	Biological Process
GO:2000450	Biological Process
GO:2000451	Biological Process
GO:2000452	Biological Process
GO:2000453	Biological Process
GO:2000454	Biological Process
GO:2000455	Biological Process
GO:2000456	Biological Process
GO:2000457	Biological Process
GO:2000458	Biological Process
GO:2000459	Biological Process
GO:2000460	Biological Process
GO:2000461	Biological Process
GO:2000462	Biological Process
GO:2000463	Biological Process
GO:2000464	Biological Process
GO:2000465	Biological Process
GO:2000466	Biological Process
GO:2000467	Biological Process
GO:2000468	Biological Process
GO:2000469	Biological Process
GO:2000470	Biological Process
GO:2000471	Biological Process
GO:2000472	Biological Process
GO:2000473	Biological Process
GO:2000474	Biological Process
GO:2000475	Biological Process
GO:2000476	Biological Process
GO:2000477	Biological Process
GO:2000478	Biological Process
GO:2000479	Biological Process
GO:2000480	Biological Process
GO:2000481	Biological Process
GO:2000485	Biological Process
GO:2000486	Biological Process
GO:2000487	Biological Process
GO:2000488	Biological Process
GO:2000489	Biological Process
GO:2000490	Biological Process
GO:2000491	Biological Process
GO:2000492	Biological Process
GO:2000493	Biological Process
GO:2000494	Biological Process
GO:2000495	Biological Process
GO:2000496	Biological Process
GO:2000497	Biological Process
GO:2000498	Biological Process
GO:2000499	Biological Process
GO:2000500	Biological Process
GO:2000501	Biological Process
GO:2000502	Biological Process
GO:2000503	Biological Process
GO:2000504	Biological Process
GO:2000508	Biological Process
GO:2000509	Biological Process
GO:2000510	Biological Process
GO:2000511	Biological Process
GO:2000512	Biological Process
GO:2000513	Biological Process
GO:2000514	Biological Process
GO:2000515	Biological Process
GO:2000516	Biological Process
GO:2000517	Biological Process
GO:2000518	Biological Process
GO:2000519	Biological Process
GO:2000520	Biological Process
GO:2000521	Biological Process
GO:2000522	Biological Process
GO:2000523	Biological Process
GO:2000524	Biological Process
GO:2000525	Biological Process
GO:2000526	Biological Process
GO:2000527	Biological Process
GO:2000528	Biological Process
GO:2000529	Biological Process
GO:2000530	Biological Process
GO:2000531	Biological Process
GO:2000532	Biological Process
GO:2000533	Biological Process
GO:2000534	Biological Process
GO:2000535	Biological Process
GO:2000536	Biological Process
GO:2000537	Biological Process
GO:2000538	Biological Process
GO:2000539	Biological Process
GO:2000540	Biological Process
GO:2000541	Biological Process
GO:2000542	Biological Process
GO:2000543	Biological Process
GO:2000544	Biological Process
GO:2000545	Biological Process
GO:2000546	Biological Process
GO:2000547	Biological Process
GO:2000548	Biological Process
GO:2000549	Biological Process
GO:2000550	Biological Process
GO:2000551	Biological Process
GO:2000552	Biological Process
GO:2000553	Biological Process
GO:2000554	Biological Process
GO:2000555	Biological Process
GO:2000556	Biological Process
GO:2000557	Biological Process
GO:2000558	Biological Process
GO:2000559	Biological Process
GO:2000560	Biological Process
GO:2000561	Biological Process
GO:2000562	Biological Process
GO:2000563	Biological Process
GO:2000564	Biological Process
GO:2000565	Biological Process
GO:2000566	Biological Process
GO:2000567	Biological Process
GO:2000568	Biological Process
GO:2000569	Biological Process
GO:2000570	Biological Process
GO:2000571	Biological Process
GO:2000572	Biological Process
GO:2000573	Biological Process
GO:2000574	Biological Process
GO:2000575	Biological Process
GO:2000576	Biological Process
GO:2000577	Biological Process
GO:2000578	Biological Process
GO:2000579	Biological Process
GO:2000580	Biological Process
GO:2000581	Biological Process
GO:2000582	Biological Process
GO:2000583	Biological Process
GO:2000584	Biological Process
GO:2000585	Biological Process
GO:2000586	Biological Process
GO:2000587	Biological Process
GO:2000588	Biological Process
GO:2000589	Biological Process
GO:2000590	Biological Process
GO:2000591	Biological Process
GO:2000592	Biological Process
GO:2000593	Biological Process
GO:2000594	Biological Process
GO:2000595	Biological Process
GO:2000596	Biological Process
GO:2000597	Biological Process
GO:2000601	Biological Process
GO:2000602	Biological Process
GO:2000603	Biological Process
GO:2000604	Biological Process
GO:2000605	Biological Process
GO:2000606	Biological Process
GO:2000607	Biological Process
GO:2000608	Biological Process
GO:2000609	Biological Process
GO:2000610	Biological Process
GO:2000611	Biological Process
GO:2000612	Biological Process
GO:2000613	Biological Process
GO:2000614	Biological Process
GO:2000615	Biological Process
GO:2000616	Biological Process
GO:2000617	Biological Process
GO:2000618	Biological Process
GO:2000619	Biological Process
GO:2000620	Biological Process
GO:2000621	Biological Process
GO:2000622	Biological Process
GO:2000623	Biological Process
GO:2000624	Biological Process
GO:2000625	Biological Process
GO:2000626	Biological Process
GO:2000627	Biological Process
GO:2000628	Biological Process
GO:2000629	Biological Process
GO:2000630	Biological Process
GO:2000631	Biological Process
GO:2000632	Biological Process
GO:2000633	Biological Process
GO:2000634	Biological Process
GO:2000635	Biological Process
GO:2000636	Biological Process
GO:2000637	Biological Process
GO:2000638	Biological Process
GO:2000639	Biological Process
GO:2000640	Biological Process
